Word,Word_Length,Num_Syllables,Part_of_Speech,Etymology1,Etymology2,Etymology3,Etymology4,Etymology5,Etymology6,Etymology7,1996 Round,1996 Error,1997 Round,1997 Error,1998 Round,1998 Error,1999 Round,1999 Error,2000 Round,2000 Error,2001 Round,2001 Error,2002 Round,2002 Error,2003 Round,2003 Error,2004 Round,2004 Error,2005 Round,2005 Error,2006 Round,2006 Error,2007 Round,2007 Error,2008 Round,2008 Error,2009 Round,2009 Error,2010 Round,2010 Error,2011 Round,2011 Error,2012 Round,2012 Error,2013 Round,2013 Error,2014 Round,2014 Error,2015 Round,2015 Error,2016 Round,2016 Error,2017 Round,2017 Error
souchong,8,2,noun,Chinese,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
taipan,6,2,noun,Chinese,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
wushu,5,2,noun,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,2,0,,
yamen,5,2,noun,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
Tillamook,9,3,noun,Chinook,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
tyee,4,2,noun,Chinook, Nootka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,
saskatoon,9,3,noun,Cree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
naprapathy,10,4,noun,Czech,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balderdash,10,3,noun,Danish,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angst,5,1,noun,Danish,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
appetitost,10,4,noun,Danish,German,Middle High German,Middle French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,
fjeld,5,1,noun,Danish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,
Havarti,7,3,noun,Danish  ,,,,,,,,,,,3,1,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
storis,6,2,noun,Danish  ,Old Norse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,
corroboree,10,4,noun,Dharuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,
wallaby,7,3,noun,Dharuk,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,2,0,,,,,,,,,,,3,0,,,,,,
maelstrom,9,2,noun,Dutch,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,2,0,2,0,,,,,,
foist,5,1,verb,Dutch,Middle Dutch,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onslaught,9,2,noun,Dutch,,,,,,,3,0,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calamander,10,4,noun,Dutch,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advocaat,8,3,noun,Dutch,Middle Dutch,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,
beleaguer,9,3,verb,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,2,0,,,,
blunderbuss,11,3,noun,Dutch,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonspiel,8,2,noun,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,3,0,,,,,,,,
bowery,6,2,noun,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
cockatoo,8,3,noun,Dutch,Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
cruller,7,2,noun,Dutch,Middle Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
daffodil,8,3,noun,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
dockmackie,10,3,noun,Dutch,Lenape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,
euphroe,7,2,noun,Dutch,Middle Dutch,Germanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0
excise,6,2,noun,Dutch,Middle Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
furlough,8,2,noun,Dutch, Middle Dutch  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,
howitzer,8,3,noun,Dutch,Czech,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
hoyden,6,2,noun,Dutch,Middle Dutch,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isinglass,9,2,noun,Dutch, Middle Dutch  ,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,2,0,,,,
keeshond,8,2,noun,Dutch,Middle Dutch,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,3,1,2,0,3,1,2,0,2,1,,,,,,
keest,5,1,noun,Dutch, Middle Dutch  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,2,0,2,0,,,,,,
Limburger,9,3,noun,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,
mynheer,7,2,noun,Dutch,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,3,0,3,0,3,0,2,0,2,0,,,,,,
schepen,7,2,noun,Dutch,Middle Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,,
schuyt,6,1,noun,Dutch,Middle Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
sutler,6,2,noun,Dutch,Low German,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,
waterzooi,9,3,noun,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,3,0,2,0,2,0,,,,,,
witloof,7,2,noun,Dutch, Dutch  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,1,,,2,1,2,0,,,,,,
flense,6,2,verb,Dutch or Danish,Norwegian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,
ankh,4,1,noun,Egyptian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,2,0,,
ushabti,7,2,noun,Egyptian,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,9,0,,,,,,,,
kamik,5,2,noun,Eskimo,,,,,,,,,,,,,,,,,1,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thamakau,8,3,noun,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,,,,
rapakivi,8,4,noun,Finnish  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,,,,,,,,,,,
schipperke,10,3,noun,Flemish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,2,0,2,0,,,,,,
kuru,4,2,noun,Fore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,
wickiup,7,3,noun,Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,2,0,,
bibelot,7,3,noun,French,,,,,,,,,1,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
demitasse,9,2,noun,French,Middle French,Arabic,,,,,,,1,0,,,,,,,2,1,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,2,0,,
glissade,8,2,verb,French,Old French,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuciform,8,3,adjective,French,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,
potpourri,9,3,noun,French,,,,,,,,,1,0,,,,,,,,,,,,,,,3,0,,,,,,,3,0,,,,,,,,,,,,,,,,
repartee,8,3,noun,French,Middle French,,,,,,,,1,0,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,2,0,,,,,,,,,,
roulette,8,2,noun,French,Old French,Late Latin,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,
thalassic,9,3,adjective,French,Greek,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
accrued,7,2,adjective,French,Old French,Latin,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chiffon,7,2,noun,French,Middle French,Middle English,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
collage,7,2,noun,French,Vulgar Latin,Greek,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marionette,10,4,noun,French,Middle French,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predilection,12,4,noun,French,Medieval Latin,Latin,,,,,,,2,0,,,,,2,0,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
stratosphere,12,2,noun,French,New Latin,Latin,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syndicate,9,3,noun,French,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,0
croquet,7,2,noun,French,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
diamantine,10,4,adjective,French,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inextirpable,12,5,adjective,French,Latin,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insolation,10,4,noun,French,Latin,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legionnaire,11,3,noun,French,Latin,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
reticule,8,3,noun,French,Latin,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sardonic,8,3,adjective,French,Greek,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debarrass,9,3,transitive verb,French,Middle French,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fanfaronade,11,4,noun,French,Spanish,,,,,,,,4,1,,,,,,,,,,,,,4,1,,,,,,,,,3,0,,,,,,,,,,,3,1,,,,
rouleau,7,2,noun,French,,,,,,,,,4,1,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brume,5,1,noun,French,Old Occitan,Latin,,,,,,,5,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
cenotaph,8,2,noun,French,Latin,Greek,,,,,,,5,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
chenille,8,2,noun,French,Latin,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duvet,5,2,noun,French,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamasery,8,3,noun,French,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boutonniere,11,3,noun,French, Middle French  ,,,,,,,,6,1,,,,,5,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grosgrain,9,2,noun,French,,,,,,,,,6,0,,,,,,,5,0,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
haricot,7,3,noun,French,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,
hippogriff,10,3,noun,French,Italian,Greek,Latin,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrilene,9,3,noun,French,,,,,,,,,7,1,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patois,6,2,noun,French,,,,,,,,,8,0,,,,,5,1,,,,,1,1,,,,,,,,,,,,,,,3,0,,,,,,,,,2,0,,
solenoid,8,3,noun,French,Greek,Greek,,,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
embouchure,10,3,noun,French,,,,,,,,,10,0,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
vernissage,10,3,noun,French,,,,,,,,,10,0,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,6,0,,,,
bourgade,8,2,noun,French,Old Proven,Latin,,,,,,,20,0,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,
brigandage,10,3,noun,French,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cephalopod,10,4,noun,French,Latin,Greek,,,,,,,1,0,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crassitude,10,3,noun,French,Middle French,Latin,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
disapprobation,14,5,noun,French,Old French,Latin,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epistolary,10,3,adjective,French,Late Latin,Latin,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,2,1
facetiously,11,4,adverb,French,Latin,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gangrenous,10,3,adjective,French,Latin,Greek,,,,,,,1,0,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,
acquittal,9,3,noun,French,Old French,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
alliance,8,3,noun,French,Old French,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bordereaux,10,3,plural noun,French,Middle French,Old French,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compensable,11,4,adjective,French,Latin,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
connivery,9,3,noun,French,Latin,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contrition,10,3,noun,French,Old French,Latin,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cryology,8,4,noun,French,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
didacticism,11,5,noun,French,Greek,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dolorifuge,10,4,noun,French,Latin,,,,,,,,4,1,,,,,,,4,1,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
dysgraphia,10,3,noun,French,Greek,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entrecote,9,3,noun,French,Latin,,,,,,,,7,1,,,,,,,,,1,0,,,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2,0
environs,8,3,plural noun,French,Old French,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facilitator,11,5,noun,French,Latin,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaiters,7,2,plural noun,French,Germanic,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artesian,8,3,adjective,French, Old French  ,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assemblage,10,3,noun,French,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bibliophilist,13,5,noun,French,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caramelize,10,4,verb,French,Old Spanish,Medieval Latin,Latin,Arabic,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catechism,9,3,noun,French,Latin,Greek,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claimant,8,2,noun,French,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
constituent,11,4,noun,French, Middle French  ,Latin,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cretin,6,2,noun,French,Latin,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decadent,8,3,adjective,French,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
deplorable,10,3,adjective,French,Late Latin,Latin,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
disinterred,11,3,adjective,French,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
effrontery,10,3,noun,French,Medieval Latin,Latin,,,,,2,0,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
flexibility,11,5,noun,French,Late Latin,Latin,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frivolity,9,4,noun,French,Old French,Latin,,,,,2,0,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honorific,9,4,adjective,French,Latin,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ineducable,10,5,adjective,French,Latin,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,
limpid,6,2,adjective,French,Latin,,,,,,2,0,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,
polemic,7,3,noun,French, Middle French  ,Greek,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliferation,13,5,noun,French,Latin,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soporific,9,4,adjective,French,Latin,,,,,,2,0,,,,,,,3,0,,,,,,,3,0,,,,,,,2,0,,,,,,,,,,,,,,,,,,
apogee,6,2,noun,French,New Latin,Greek,,,,,3,1,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,3,0,,,,,,
arbitrage,9,3,noun,French,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artiste,7,2,noun,French,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auspices,8,3,plural noun,French,Latin,,,,,,3,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candor,6,2,noun,French,Latin,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chauvinism,10,3,noun,French,,,,,,,3,0,,,2,1,,,,,,,,,3,0,,,,,,,,,,,,,2,0,,,,,2,0,2,0,,,,,,
cloture,7,2,noun,French,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
covetous,8,3,adjective,French,Old French,Vulgar Latin,Latin,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
echelon,7,3,noun,French,Old French,Late Latin,,,,,3,1,,,,,3,0,,,,,3,0,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
egalitarian,11,5,adjective,French,Latin,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,2,0,,,,
immemorial,10,5,adjective,French,Middle French,Medieval Latin,Latin,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juxtapose,9,3,verb,French,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,
marinated,9,4,adjective,French,Old French,Latin,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muslin,6,2,noun,French,Italian,Arabic,,,,,3,0,,,,,,,,,3,0,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
orthopter,9,3,noun,French,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedantic,8,3,adjective,French,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analysand,9,3,noun,French,Medieval Latin,,,,,,4,0,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brasserie,9,3,noun,French,Middle French, Old French  ,Vulgar Latin,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
chez,4,1,preposition,French, Latin,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faro,4,2,noun,French,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremiad,8,4,noun,French,Late Latin,,,,,,4,0,,,,,,,,,,,1,0,,,3,0,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,
piton,5,2,noun,French,,,,,,,4,0,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,
schismatical,12,4,adjective,French,Old French,Latin,Greek,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coquetry,8,3,noun,French,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dossier,7,2,noun,French,Latin,,,,,,5,0,,,,,4,1,,,,,1,1,,,,,,,,,,,,,,,2,0,3,0,2,1,,,2,0,,,,,,
framboise,9,2,noun,French,Old French,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,
ormolu,6,3,noun,French,,,,,,,5,1,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,6,0,,,,,,
ragout,6,2,noun,French,Middle French,Latin,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casuistry,9,4,noun,French,Spanish,Italian,Medieval Latin,Latin,,,6,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faineant,8,3,noun,French,Latin,,,,,,6,1,,,,,,,1,0,,,,,1,0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
lyonnaise,9,3,adjective,French,,,,,,,6,0,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siffilate,9,3,verb,French, Middle French,,,,,,6,1,,,,,,,1,0,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
bouillabaisse,13,3,noun,French,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,
jalousie,8,3,noun,French,Old French,,,,,,7,0,,,,,,,,,,,1,1,,,,,6,0,,,,,,,,,,,2,0,,,,,,,,,2,0,,
orchestrelle,12,3,noun,French,Latin,Greek,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lisle,5,2,noun,French,,,,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abaisse,7,2,noun,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,,,,,,
abbatial,8,3,adjective,French,Medieval Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
abysmal,7,2,adjective,French,Old French,Vulgar Latin,Latin,Greek,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accompaniment,13,5,noun,French,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accouchement,12,4,noun,French,Old French,Latin,,,,,,,,,,,5,1,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,5,0,,
acescent,8,2,adjective,French,Latin,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acharnement,11,3,noun,French,Old French,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0
acotyledon,10,4,noun,French,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,
adjudication,12,5,noun,French,Late Latin,Latin,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adjuvant,8,3,adjective,French,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
adret,5,2,noun,French, Occitan  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
affreight,9,2,transitive verb,French,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
aiguille,8,2,noun,French,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
ailette,7,2,noun,French,Old French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,
aitch,5,1,noun,French,Vulgar Latin,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aleuromancy,11,4,noun,French,Greek,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,
allonym,7,3,noun,French,,,,,,,,,,,4,0,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,3,0,,,,,,
altruism,8,3,noun,French,Old French,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,
amandine,8,2,adjective,French,,,,,,,,,,,,,,,,,,,,,1,0,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,
